,Horse,current race,previous race
8,LET'S TAKE IT EASY(A140),136,066
9,LET'S TAKE IT EASY(A140),066,027
10,LET'S TAKE IT EASY(A140),027,813
11,LET'S TAKE IT EASY(A140),813,766
12,LET'S TAKE IT EASY(A140),766,701
13,LET'S TAKE IT EASY(A140),701,660
14,LET'S TAKE IT EASY(A140),660,592
15,LET'S TAKE IT EASY(A140),592,495
16,LET'S TAKE IT EASY(A140),495,441
17,LET'S TAKE IT EASY(A140),441,347
18,LET'S TAKE IT EASY(A140),347,195
19,LET'S TAKE IT EASY(A140),195,160
20,LET'S TAKE IT EASY(A140),160,107
21,LET'S TAKE IT EASY(A140),107,070
22,LET'S TAKE IT EASY(A140),070,776
23,LET'S TAKE IT EASY(A140),776,729
24,LET'S TAKE IT EASY(A140),729,657
25,LET'S TAKE IT EASY(A140),657,563
26,LET'S TAKE IT EASY(A140),563,446
27,LET'S TAKE IT EASY(A140),446,408
28,LET'S TAKE IT EASY(A140),408,251
29,LET'S TAKE IT EASY(A140),251,201
30,LET'S TAKE IT EASY(A140),201,168
31,LET'S TAKE IT EASY(A140),168,131
32,LET'S TAKE IT EASY(A140),131,110
33,LET'S TAKE IT EASY(A140),110,042
34,LET'S TAKE IT EASY(A140),042,NA
0,LORIZ(C036),567,548
1,LORIZ(C036),548,474
2,LORIZ(C036),474,394
3,LORIZ(C036),394,338
4,LORIZ(C036),338,315
5,LORIZ(C036),315,238
6,LORIZ(C036),238,181
7,LORIZ(C036),181,162
8,LORIZ(C036),162,092
9,LORIZ(C036),092,773
10,LORIZ(C036),773,698
11,LORIZ(C036),698,659
12,LORIZ(C036),659,607
13,LORIZ(C036),607,538
14,LORIZ(C036),538,497
15,LORIZ(C036),497,406
16,LORIZ(C036),406,387
17,LORIZ(C036),387,NA
0,LEAP OF FAITH(C386),344,297
1,LEAP OF FAITH(C386),297,268
2,LEAP OF FAITH(C386),268,208
3,LEAP OF FAITH(C386),208,NA
0,LASTING FRIENDSHIP(B251),541,456
1,LASTING FRIENDSHIP(B251),456,420
2,LASTING FRIENDSHIP(B251),420,386
3,LASTING FRIENDSHIP(B251),386,326
4,LASTING FRIENDSHIP(B251),326,268
5,LASTING FRIENDSHIP(B251),268,733
6,LASTING FRIENDSHIP(B251),733,650
7,LASTING FRIENDSHIP(B251),650,613
8,LASTING FRIENDSHIP(B251),613,561
9,LASTING FRIENDSHIP(B251),561,525
10,LASTING FRIENDSHIP(B251),525,494
11,LASTING FRIENDSHIP(B251),494,450
12,LASTING FRIENDSHIP(B251),450,788
13,LASTING FRIENDSHIP(B251),788,703
14,LASTING FRIENDSHIP(B251),703,645
15,LASTING FRIENDSHIP(B251),645,576
16,LASTING FRIENDSHIP(B251),576,526
17,LASTING FRIENDSHIP(B251),526,NA
0,LUCKY QUALITY(D050),557,317
1,LUCKY QUALITY(D050),317,284
2,LUCKY QUALITY(D050),284,241
3,LUCKY QUALITY(D050),241,NA
0,LUCKY WINDRIDER(C308),041,NA
0,LUCKY WORLD(C485),071,NA
0,LUCKY GUY(T349),266,170
1,LUCKY GUY(T349),170,119
2,LUCKY GUY(T349),119,072
3,LUCKY GUY(T349),072,034
4,LUCKY GUY(T349),034,004
5,LUCKY GUY(T349),004,769
6,LUCKY GUY(T349),769,708
7,LUCKY GUY(T349),708,367
8,LUCKY GUY(T349),367,333
9,LUCKY GUY(T349),333,278
10,LUCKY GUY(T349),278,206
11,LUCKY GUY(T349),206,134
12,LUCKY GUY(T349),134,106
13,LUCKY GUY(T349),106,063
14,LUCKY GUY(T349),063,028
15,LUCKY GUY(T349),028,806
16,LUCKY GUY(T349),806,475
17,LUCKY GUY(T349),475,378
18,LUCKY GUY(T349),378,333
19,LUCKY GUY(T349),333,305
20,LUCKY GUY(T349),305,241
21,LUCKY GUY(T349),241,196
22,LUCKY GUY(T349),196,160
23,LUCKY GUY(T349),160,098
24,LUCKY GUY(T349),098,061
25,LUCKY GUY(T349),061,NA
0,LUCKY VICTOR(C514),494,457
1,LUCKY VICTOR(C514),457,365
2,LUCKY VICTOR(C514),365,NA
0,LIGHTNING STEED(B274),541,504
1,LIGHTNING STEED(B274),504,420
2,LIGHTNING STEED(B274),420,395
3,LIGHTNING STEED(B274),395,336
4,LIGHTNING STEED(B274),336,258
5,LIGHTNING STEED(B274),258,222
6,LIGHTNING STEED(B274),222,153
7,LIGHTNING STEED(B274),153,102
8,LIGHTNING STEED(B274),102,053
9,LIGHTNING STEED(B274),053,782
10,LIGHTNING STEED(B274),782,695
11,LIGHTNING STEED(B274),695,607
12,LIGHTNING STEED(B274),607,533
13,LIGHTNING STEED(B274),533,386
14,LIGHTNING STEED(B274),386,323
15,LIGHTNING STEED(B274),323,249
16,LIGHTNING STEED(B274),249,146
17,LIGHTNING STEED(B274),146,096
18,LIGHTNING STEED(B274),096,037
19,LIGHTNING STEED(B274),037,001
20,LIGHTNING STEED(B274),001,800
21,LIGHTNING STEED(B274),800,732
22,LIGHTNING STEED(B274),732,640
23,LIGHTNING STEED(B274),640,585
24,LIGHTNING STEED(B274),585,NA
0,LEADING FORTUNE(C441),567,509
1,LEADING FORTUNE(C441),509,457
2,LEADING FORTUNE(C441),457,420
3,LEADING FORTUNE(C441),420,363
4,LEADING FORTUNE(C441),363,328
5,LEADING FORTUNE(C441),328,772
6,LEADING FORTUNE(C441),772,NA
0,LET'S GO PARTY(D045),540,446
1,LET'S GO PARTY(D045),446,354
2,LET'S GO PARTY(D045),354,315
3,LET'S GO PARTY(D045),315,NA
0,LUCKY MISSILE(C501),314,279
1,LUCKY MISSILE(C501),279,208
2,LUCKY MISSILE(C501),208,160
3,LUCKY MISSILE(C501),160,NA
0,LITTLE THUNDER(C453),538,343
1,LITTLE THUNDER(C453),343,258
2,LITTLE THUNDER(C453),258,203
3,LITTLE THUNDER(C453),203,119
4,LITTLE THUNDER(C453),119,059
5,LITTLE THUNDER(C453),059,004
6,LITTLE THUNDER(C453),004,780
7,LITTLE THUNDER(C453),780,NA
0,LUCKY WIN WIN(B035),773,734
1,LUCKY WIN WIN(B035),734,648
2,LUCKY WIN WIN(B035),648,548
3,LUCKY WIN WIN(B035),548,330
4,LUCKY WIN WIN(B035),330,760
5,LUCKY WIN WIN(B035),760,714
6,LUCKY WIN WIN(B035),714,603
7,LUCKY WIN WIN(B035),603,543
8,LUCKY WIN WIN(B035),543,488
9,LUCKY WIN WIN(B035),488,421
10,LUCKY WIN WIN(B035),421,358
11,LUCKY WIN WIN(B035),358,310
12,LUCKY WIN WIN(B035),310,NA
0,LOOK ERAS(V123),521,466
1,LOOK ERAS(V123),466,392
2,LOOK ERAS(V123),392,375
3,LOOK ERAS(V123),375,335
4,LOOK ERAS(V123),335,279
5,LOOK ERAS(V123),279,194
6,LOOK ERAS(V123),194,098
7,LOOK ERAS(V123),098,025
8,LOOK ERAS(V123),025,798
9,LOOK ERAS(V123),798,757
10,LOOK ERAS(V123),757,662
11,LOOK ERAS(V123),662,586
12,LOOK ERAS(V123),586,518
13,LOOK ERAS(V123),518,491
14,LOOK ERAS(V123),491,415
15,LOOK ERAS(V123),415,386
16,LOOK ERAS(V123),386,359
17,LOOK ERAS(V123),359,296
18,LOOK ERAS(V123),296,212
19,LOOK ERAS(V123),212,175
20,LOOK ERAS(V123),175,496
21,LOOK ERAS(V123),496,441
22,LOOK ERAS(V123),441,412
23,LOOK ERAS(V123),412,347
24,LOOK ERAS(V123),347,283
25,LOOK ERAS(V123),283,193
26,LOOK ERAS(V123),193,141
27,LOOK ERAS(V123),141,093
28,LOOK ERAS(V123),093,065
29,LOOK ERAS(V123),065,038
30,LOOK ERAS(V123),038,NA
0,LITTLE GENERAL(C096),400,324
1,LITTLE GENERAL(C096),324,270
2,LITTLE GENERAL(C096),270,192
3,LITTLE GENERAL(C096),192,167
4,LITTLE GENERAL(C096),167,109
5,LITTLE GENERAL(C096),109,090
6,LITTLE GENERAL(C096),090,792
7,LITTLE GENERAL(C096),792,743
8,LITTLE GENERAL(C096),743,692
9,LITTLE GENERAL(C096),692,595
10,LITTLE GENERAL(C096),595,524
11,LITTLE GENERAL(C096),524,480
12,LITTLE GENERAL(C096),480,444
13,LITTLE GENERAL(C096),444,367
14,LITTLE GENERAL(C096),367,NA
0,LUNAR ZEPHYR(V385),791,736
1,LUNAR ZEPHYR(V385),736,641
2,LUNAR ZEPHYR(V385),641,596
3,LUNAR ZEPHYR(V385),596,553
4,LUNAR ZEPHYR(V385),553,523
5,LUNAR ZEPHYR(V385),523,471
6,LUNAR ZEPHYR(V385),471,398
7,LUNAR ZEPHYR(V385),398,297
8,LUNAR ZEPHYR(V385),297,230
9,LUNAR ZEPHYR(V385),230,175
10,LUNAR ZEPHYR(V385),175,146
11,LUNAR ZEPHYR(V385),146,123
12,LUNAR ZEPHYR(V385),123,086
13,LUNAR ZEPHYR(V385),086,055
14,LUNAR ZEPHYR(V385),055,772
15,LUNAR ZEPHYR(V385),772,717
16,LUNAR ZEPHYR(V385),717,677
17,LUNAR ZEPHYR(V385),677,640
18,LUNAR ZEPHYR(V385),640,581
19,LUNAR ZEPHYR(V385),581,383
20,LUNAR ZEPHYR(V385),383,347
21,LUNAR ZEPHYR(V385),347,303
22,LUNAR ZEPHYR(V385),303,249
23,LUNAR ZEPHYR(V385),249,174
24,LUNAR ZEPHYR(V385),174,127
25,LUNAR ZEPHYR(V385),127,069
26,LUNAR ZEPHYR(V385),069,NA
0,LIVERBIRD STAR(A405),527,455
1,LIVERBIRD STAR(A405),455,265
2,LIVERBIRD STAR(A405),265,219
3,LIVERBIRD STAR(A405),219,161
4,LIVERBIRD STAR(A405),161,087
5,LIVERBIRD STAR(A405),087,032
6,LIVERBIRD STAR(A405),032,789
7,LIVERBIRD STAR(A405),789,725
8,LIVERBIRD STAR(A405),725,666
9,LIVERBIRD STAR(A405),666,800
10,LIVERBIRD STAR(A405),800,695
11,LIVERBIRD STAR(A405),695,643
12,LIVERBIRD STAR(A405),643,588
13,LIVERBIRD STAR(A405),588,521
14,LIVERBIRD STAR(A405),521,291
15,LIVERBIRD STAR(A405),291,NA
0,LA BOMBA(B143),464,391
1,LA BOMBA(B143),391,305
2,LA BOMBA(B143),305,237
3,LA BOMBA(B143),237,199
4,LA BOMBA(B143),199,116
5,LA BOMBA(B143),116,078
6,LA BOMBA(B143),078,175
7,LA BOMBA(B143),175,782
8,LA BOMBA(B143),782,698
9,LA BOMBA(B143),698,539
10,LA BOMBA(B143),539,450
11,LA BOMBA(B143),450,NA
0,LIGHTNING MISSILE(A281),491,391
1,LIGHTNING MISSILE(A281),391,275
2,LIGHTNING MISSILE(A281),275,649
3,LIGHTNING MISSILE(A281),649,603
4,LIGHTNING MISSILE(A281),603,507
5,LIGHTNING MISSILE(A281),507,376
6,LIGHTNING MISSILE(A281),376,292
7,LIGHTNING MISSILE(A281),292,209
8,LIGHTNING MISSILE(A281),209,790
9,LIGHTNING MISSILE(A281),790,726
10,LIGHTNING MISSILE(A281),726,596
11,LIGHTNING MISSILE(A281),596,558
12,LIGHTNING MISSILE(A281),558,513
13,LIGHTNING MISSILE(A281),513,146
14,LIGHTNING MISSILE(A281),146,095
15,LIGHTNING MISSILE(A281),095,037
16,LIGHTNING MISSILE(A281),037,NA
0,LEISURED FEET(A277),267,141
1,LEISURED FEET(A277),141,078
2,LEISURED FEET(A277),078,022
3,LEISURED FEET(A277),022,002
4,LEISURED FEET(A277),002,686
5,LEISURED FEET(A277),686,649
6,LEISURED FEET(A277),649,622
7,LEISURED FEET(A277),622,575
8,LEISURED FEET(A277),575,342
9,LEISURED FEET(A277),342,317
10,LEISURED FEET(A277),317,287
11,LEISURED FEET(A277),287,193
12,LEISURED FEET(A277),193,786
13,LEISURED FEET(A277),786,735
14,LEISURED FEET(A277),735,695
15,LEISURED FEET(A277),695,661
16,LEISURED FEET(A277),661,596
17,LEISURED FEET(A277),596,532
18,LEISURED FEET(A277),532,485
19,LEISURED FEET(A277),485,431
20,LEISURED FEET(A277),431,286
21,LEISURED FEET(A277),286,220
22,LEISURED FEET(A277),220,175
23,LEISURED FEET(A277),175,123
24,LEISURED FEET(A277),123,NA
0,LITTLE ISLAND(T390),565,445
1,LITTLE ISLAND(T390),445,373
2,LITTLE ISLAND(T390),373,219
3,LITTLE ISLAND(T390),219,115
4,LITTLE ISLAND(T390),115,023
5,LITTLE ISLAND(T390),023,763
6,LITTLE ISLAND(T390),763,699
7,LITTLE ISLAND(T390),699,653
8,LITTLE ISLAND(T390),653,593
9,LITTLE ISLAND(T390),593,571
10,LITTLE ISLAND(T390),571,531
11,LITTLE ISLAND(T390),531,473
12,LITTLE ISLAND(T390),473,418
13,LITTLE ISLAND(T390),418,326
14,LITTLE ISLAND(T390),326,233
15,LITTLE ISLAND(T390),233,196
16,LITTLE ISLAND(T390),196,121
17,LITTLE ISLAND(T390),121,067
18,LITTLE ISLAND(T390),067,015
19,LITTLE ISLAND(T390),015,755
20,LITTLE ISLAND(T390),755,653
21,LITTLE ISLAND(T390),653,601
22,LITTLE ISLAND(T390),601,559
23,LITTLE ISLAND(T390),559,514
24,LITTLE ISLAND(T390),514,442
25,LITTLE ISLAND(T390),442,398
26,LITTLE ISLAND(T390),398,353
27,LITTLE ISLAND(T390),353,316
28,LITTLE ISLAND(T390),316,269
29,LITTLE ISLAND(T390),269,240
30,LITTLE ISLAND(T390),240,161
31,LITTLE ISLAND(T390),161,067
32,LITTLE ISLAND(T390),067,017
33,LITTLE ISLAND(T390),017,NA
0,LIKE THAT(D328),563,NA
0,MR STUNNING(V153),551,475
1,MR STUNNING(V153),475,348
2,MR STUNNING(V153),348,231
3,MR STUNNING(V153),231,177
4,MR STUNNING(V153),177,616
5,MR STUNNING(V153),616,558
6,MR STUNNING(V153),558,352
7,MR STUNNING(V153),352,240
8,MR STUNNING(V153),240,188
9,MR STUNNING(V153),188,115
10,MR STUNNING(V153),115,609
11,MR STUNNING(V153),609,554
12,MR STUNNING(V153),554,379
13,MR STUNNING(V153),379,258
14,MR STUNNING(V153),258,205
15,MR STUNNING(V153),205,133
16,MR STUNNING(V153),133,079
17,MR STUNNING(V153),079,NA
0,MORE THAN THIS(C199),516,441
1,MORE THAN THIS(C199),441,368
2,MORE THAN THIS(C199),368,236
3,MORE THAN THIS(C199),236,150
4,MORE THAN THIS(C199),150,046
5,MORE THAN THIS(C199),046,815
6,MORE THAN THIS(C199),815,759
7,MORE THAN THIS(C199),759,710
8,MORE THAN THIS(C199),710,657
9,MORE THAN THIS(C199),657,NA
0,MISSION TYCOON(B224),536,235
1,MISSION TYCOON(B224),235,195
2,MISSION TYCOON(B224),195,113
3,MISSION TYCOON(B224),113,093
4,MISSION TYCOON(B224),093,024
5,MISSION TYCOON(B224),024,814
6,MISSION TYCOON(B224),814,711
7,MISSION TYCOON(B224),711,654
8,MISSION TYCOON(B224),654,562
9,MISSION TYCOON(B224),562,504
10,MISSION TYCOON(B224),504,432
11,MISSION TYCOON(B224),432,373
12,MISSION TYCOON(B224),373,357
13,MISSION TYCOON(B224),357,308
14,MISSION TYCOON(B224),308,271
15,MISSION TYCOON(B224),271,766
16,MISSION TYCOON(B224),766,704
17,MISSION TYCOON(B224),704,607
18,MISSION TYCOON(B224),607,540
19,MISSION TYCOON(B224),540,NA
0,MOMENT OF POWER(V138),562,508
1,MOMENT OF POWER(V138),508,434
2,MOMENT OF POWER(V138),434,186
3,MOMENT OF POWER(V138),186,767
4,MOMENT OF POWER(V138),767,536
5,MOMENT OF POWER(V138),536,448
6,MOMENT OF POWER(V138),448,382
7,MOMENT OF POWER(V138),382,329
8,MOMENT OF POWER(V138),329,281
9,MOMENT OF POWER(V138),281,225
10,MOMENT OF POWER(V138),225,162
11,MOMENT OF POWER(V138),162,089
12,MOMENT OF POWER(V138),089,750
13,MOMENT OF POWER(V138),750,674
14,MOMENT OF POWER(V138),674,562
15,MOMENT OF POWER(V138),562,500
16,MOMENT OF POWER(V138),500,424
17,MOMENT OF POWER(V138),424,333
18,MOMENT OF POWER(V138),333,219
19,MOMENT OF POWER(V138),219,151
20,MOMENT OF POWER(V138),151,053
21,MOMENT OF POWER(V138),053,NA
0,MORETHANLUCKY(A039),518,426
1,MORETHANLUCKY(A039),426,370
2,MORETHANLUCKY(A039),370,292
3,MORETHANLUCKY(A039),292,236
4,MORETHANLUCKY(A039),236,127
5,MORETHANLUCKY(A039),127,077
6,MORETHANLUCKY(A039),077,008
7,MORETHANLUCKY(A039),008,753
8,MORETHANLUCKY(A039),753,654
9,MORETHANLUCKY(A039),654,485
10,MORETHANLUCKY(A039),485,401
11,MORETHANLUCKY(A039),401,309
12,MORETHANLUCKY(A039),309,205
13,MORETHANLUCKY(A039),205,170
14,MORETHANLUCKY(A039),170,082
15,MORETHANLUCKY(A039),082,046
16,MORETHANLUCKY(A039),046,739
17,MORETHANLUCKY(A039),739,667
18,MORETHANLUCKY(A039),667,435
19,MORETHANLUCKY(A039),435,363
20,MORETHANLUCKY(A039),363,322
21,MORETHANLUCKY(A039),322,225
22,MORETHANLUCKY(A039),225,128
23,MORETHANLUCKY(A039),128,077
24,MORETHANLUCKY(A039),077,023
25,MORETHANLUCKY(A039),023,NA
0,MR LUMIERES(B179),562,508
1,MR LUMIERES(B179),508,481
2,MR LUMIERES(B179),481,299
3,MR LUMIERES(B179),299,235
4,MR LUMIERES(B179),235,186
5,MR LUMIERES(B179),186,146
6,MR LUMIERES(B179),146,108
7,MR LUMIERES(B179),108,044
8,MR LUMIERES(B179),044,636
9,MR LUMIERES(B179),636,597
10,MR LUMIERES(B179),597,503
11,MR LUMIERES(B179),503,448
12,MR LUMIERES(B179),448,383
13,MR LUMIERES(B179),383,281
14,MR LUMIERES(B179),281,150
15,MR LUMIERES(B179),150,089
16,MR LUMIERES(B179),089,738
17,MR LUMIERES(B179),738,662
18,MR LUMIERES(B179),662,572
19,MR LUMIERES(B179),572,474
20,MR LUMIERES(B179),474,432
21,MR LUMIERES(B179),432,NA
0,MAGIC LEGEND(A170),198,008
1,MAGIC LEGEND(A170),008,804
2,MAGIC LEGEND(A170),804,785
3,MAGIC LEGEND(A170),785,748
4,MAGIC LEGEND(A170),748,700
5,MAGIC LEGEND(A170),700,662
6,MAGIC LEGEND(A170),662,610
7,MAGIC LEGEND(A170),610,545
8,MAGIC LEGEND(A170),545,487
9,MAGIC LEGEND(A170),487,403
10,MAGIC LEGEND(A170),403,368
11,MAGIC LEGEND(A170),368,262
12,MAGIC LEGEND(A170),262,225
13,MAGIC LEGEND(A170),225,162
14,MAGIC LEGEND(A170),162,046
15,MAGIC LEGEND(A170),046,018
16,MAGIC LEGEND(A170),018,795
17,MAGIC LEGEND(A170),795,748
18,MAGIC LEGEND(A170),748,704
19,MAGIC LEGEND(A170),704,647
20,MAGIC LEGEND(A170),647,611
21,MAGIC LEGEND(A170),611,556
22,MAGIC LEGEND(A170),556,533
23,MAGIC LEGEND(A170),533,490
24,MAGIC LEGEND(A170),490,434
25,MAGIC LEGEND(A170),434,362
26,MAGIC LEGEND(A170),362,325
27,MAGIC LEGEND(A170),325,256
28,MAGIC LEGEND(A170),256,187
29,MAGIC LEGEND(A170),187,133
30,MAGIC LEGEND(A170),133,079
31,MAGIC LEGEND(A170),079,025
32,MAGIC LEGEND(A170),025,003
33,MAGIC LEGEND(A170),003,NA
0,MR CROISSANT(C234),434,379
1,MR CROISSANT(C234),379,313
2,MR CROISSANT(C234),313,235
3,MR CROISSANT(C234),235,178
4,MR CROISSANT(C234),178,111
5,MR CROISSANT(C234),111,065
6,MR CROISSANT(C234),065,007
7,MR CROISSANT(C234),007,731
8,MR CROISSANT(C234),731,669
9,MR CROISSANT(C234),669,582
10,MR CROISSANT(C234),582,497
11,MR CROISSANT(C234),497,406
12,MR CROISSANT(C234),406,NA
0,MULTIMILLION(C022),481,413
1,MULTIMILLION(C022),413,299
2,MULTIMILLION(C022),299,264
3,MULTIMILLION(C022),264,095
4,MULTIMILLION(C022),095,009
5,MULTIMILLION(C022),009,794
6,MULTIMILLION(C022),794,724
7,MULTIMILLION(C022),724,636
8,MULTIMILLION(C022),636,601
9,MULTIMILLION(C022),601,525
10,MULTIMILLION(C022),525,482
11,MULTIMILLION(C022),482,387
12,MULTIMILLION(C022),387,297
13,MULTIMILLION(C022),297,256
14,MULTIMILLION(C022),256,199
15,MULTIMILLION(C022),199,146
16,MULTIMILLION(C022),146,NA
0,MY ALLY(B261),452,349
1,MY ALLY(B261),349,302
2,MY ALLY(B261),302,260
3,MY ALLY(B261),260,224
4,MY ALLY(B261),224,157
5,MY ALLY(B261),157,103
6,MY ALLY(B261),103,055
7,MY ALLY(B261),055,784
8,MY ALLY(B261),784,768
9,MY ALLY(B261),768,678
10,MY ALLY(B261),678,627
11,MY ALLY(B261),627,513
12,MY ALLY(B261),513,466
13,MY ALLY(B261),466,391
14,MY ALLY(B261),391,328
15,MY ALLY(B261),328,253
16,MY ALLY(B261),253,197
17,MY ALLY(B261),197,135
18,MY ALLY(B261),135,051
19,MY ALLY(B261),051,016
20,MY ALLY(B261),016,766
21,MY ALLY(B261),766,730
22,MY ALLY(B261),730,674
23,MY ALLY(B261),674,612
24,MY ALLY(B261),612,556
25,MY ALLY(B261),556,NA
0,MASSIVE POCKET(B246),489,396
1,MASSIVE POCKET(B246),396,340
2,MASSIVE POCKET(B246),340,272
3,MASSIVE POCKET(B246),272,214
4,MASSIVE POCKET(B246),214,164
5,MASSIVE POCKET(B246),164,044
6,MASSIVE POCKET(B246),044,019
7,MASSIVE POCKET(B246),019,790
8,MASSIVE POCKET(B246),790,737
9,MASSIVE POCKET(B246),737,646
10,MASSIVE POCKET(B246),646,785
11,MASSIVE POCKET(B246),785,737
12,MASSIVE POCKET(B246),737,693
13,MASSIVE POCKET(B246),693,620
14,MASSIVE POCKET(B246),620,432
15,MASSIVE POCKET(B246),432,NA
0,MONGOLIAN KING(A098),544,497
1,MONGOLIAN KING(A098),497,463
2,MONGOLIAN KING(A098),463,422
3,MONGOLIAN KING(A098),422,349
4,MONGOLIAN KING(A098),349,291
5,MONGOLIAN KING(A098),291,228
6,MONGOLIAN KING(A098),228,168
7,MONGOLIAN KING(A098),168,077
8,MONGOLIAN KING(A098),077,045
9,MONGOLIAN KING(A098),045,008
10,MONGOLIAN KING(A098),008,758
11,MONGOLIAN KING(A098),758,691
12,MONGOLIAN KING(A098),691,635
13,MONGOLIAN KING(A098),635,564
14,MONGOLIAN KING(A098),564,506
15,MONGOLIAN KING(A098),506,468
16,MONGOLIAN KING(A098),468,393
17,MONGOLIAN KING(A098),393,350
18,MONGOLIAN KING(A098),350,321
19,MONGOLIAN KING(A098),321,241
20,MONGOLIAN KING(A098),241,154
21,MONGOLIAN KING(A098),154,751
22,MONGOLIAN KING(A098),751,064
23,MONGOLIAN KING(A098),064,008
24,MONGOLIAN KING(A098),008,NA
0,MONICA(B271),535,444
1,MONICA(B271),444,385
2,MONICA(B271),385,311
3,MONICA(B271),311,232
4,MONICA(B271),232,169
5,MONICA(B271),169,111
6,MONICA(B271),111,688
7,MONICA(B271),688,611
8,MONICA(B271),611,557
9,MONICA(B271),557,524
10,MONICA(B271),524,462
11,MONICA(B271),462,410
12,MONICA(B271),410,305
13,MONICA(B271),305,260
14,MONICA(B271),260,212
15,MONICA(B271),212,130
16,MONICA(B271),130,095
17,MONICA(B271),095,053
18,MONICA(B271),053,035
19,MONICA(B271),035,788
20,MONICA(B271),788,741
21,MONICA(B271),741,649
22,MONICA(B271),649,591
23,MONICA(B271),591,NA
0,MR SO AND SO(B412),471,434
1,MR SO AND SO(B412),434,379
2,MR SO AND SO(B412),379,313
3,MR SO AND SO(B412),313,225
4,MR SO AND SO(B412),225,118
5,MR SO AND SO(B412),118,084
6,MR SO AND SO(B412),084,049
7,MR SO AND SO(B412),049,817
8,MR SO AND SO(B412),817,786
9,MR SO AND SO(B412),786,721
10,MR SO AND SO(B412),721,591
11,MR SO AND SO(B412),591,504
12,MR SO AND SO(B412),504,432
13,MR SO AND SO(B412),432,373
14,MR SO AND SO(B412),373,300
15,MR SO AND SO(B412),300,226
16,MR SO AND SO(B412),226,197
17,MR SO AND SO(B412),197,153
18,MR SO AND SO(B412),153,098
19,MR SO AND SO(B412),098,046
20,MR SO AND SO(B412),046,NA
0,MR WEALTH(B265),478,404
1,MR WEALTH(B265),404,291
2,MR WEALTH(B265),291,193
3,MR WEALTH(B265),193,130
4,MR WEALTH(B265),130,529
5,MR WEALTH(B265),529,467
6,MR WEALTH(B265),467,414
7,MR WEALTH(B265),414,337
8,MR WEALTH(B265),337,245
9,MR WEALTH(B265),245,153
10,MR WEALTH(B265),153,060
11,MR WEALTH(B265),060,027
12,MR WEALTH(B265),027,785
13,MR WEALTH(B265),785,767
14,MR WEALTH(B265),767,703
15,MR WEALTH(B265),703,666
16,MR WEALTH(B265),666,593
17,MR WEALTH(B265),593,NA
0,MAGNIFICENT(C121),506,469
1,MAGNIFICENT(C121),469,397
2,MAGNIFICENT(C121),397,339
3,MAGNIFICENT(C121),339,281
4,MAGNIFICENT(C121),281,224
5,MAGNIFICENT(C121),224,130
6,MAGNIFICENT(C121),130,075
7,MAGNIFICENT(C121),075,046
8,MAGNIFICENT(C121),046,020
9,MAGNIFICENT(C121),020,768
10,MAGNIFICENT(C121),768,678
11,MAGNIFICENT(C121),678,631
12,MAGNIFICENT(C121),631,600
13,MAGNIFICENT(C121),600,565
14,MAGNIFICENT(C121),565,514
15,MAGNIFICENT(C121),514,422
16,MAGNIFICENT(C121),422,356
17,MAGNIFICENT(C121),356,282
18,MAGNIFICENT(C121),282,237
19,MAGNIFICENT(C121),237,NA
0,MERIDIAN GENIUS(C067),482,398
1,MERIDIAN GENIUS(C067),398,207
2,MERIDIAN GENIUS(C067),207,108
3,MERIDIAN GENIUS(C067),108,040
4,MERIDIAN GENIUS(C067),040,708
5,MERIDIAN GENIUS(C067),708,613
6,MERIDIAN GENIUS(C067),613,499
7,MERIDIAN GENIUS(C067),499,386
8,MERIDIAN GENIUS(C067),386,367
9,MERIDIAN GENIUS(C067),367,256
10,MERIDIAN GENIUS(C067),256,NA
0,MEGA HEART(A148),542,478
1,MEGA HEART(A148),478,404
2,MEGA HEART(A148),404,310
3,MEGA HEART(A148),310,252
4,MEGA HEART(A148),252,196
5,MEGA HEART(A148),196,132
6,MEGA HEART(A148),132,086
7,MEGA HEART(A148),086,055
8,MEGA HEART(A148),055,019
9,MEGA HEART(A148),019,790
10,MEGA HEART(A148),790,737
11,MEGA HEART(A148),737,664
12,MEGA HEART(A148),664,610
13,MEGA HEART(A148),610,569
14,MEGA HEART(A148),569,363
15,MEGA HEART(A148),363,325
16,MEGA HEART(A148),325,252
17,MEGA HEART(A148),252,171
18,MEGA HEART(A148),171,134
19,MEGA HEART(A148),134,106
20,MEGA HEART(A148),106,527
21,MEGA HEART(A148),527,233
22,MEGA HEART(A148),233,151
23,MEGA HEART(A148),151,135
24,MEGA HEART(A148),135,NA
0,MIG ENERGY(C376),533,503
1,MIG ENERGY(C376),503,NA
0,MR ALDAN(C323),535,479
1,MR ALDAN(C323),479,444
2,MR ALDAN(C323),444,351
3,MR ALDAN(C323),351,311
4,MR ALDAN(C323),311,187
5,MR ALDAN(C323),187,148
6,MR ALDAN(C323),148,065
7,MR ALDAN(C323),065,007
8,MR ALDAN(C323),007,728
9,MR ALDAN(C323),728,657
10,MR ALDAN(C323),657,NA
0,MIGHTY GIANT(C470),500,420
1,MIGHTY GIANT(C470),420,345
2,MIGHTY GIANT(C470),345,289
3,MIGHTY GIANT(C470),289,250
4,MIGHTY GIANT(C470),250,170
5,MIGHTY GIANT(C470),170,NA
0,MORE THAN A HORSE(D141),543,514
1,MORE THAN A HORSE(D141),514,450
2,MORE THAN A HORSE(D141),450,403
